"id","teamId","teamName","playerName","position","age","power","division","sourceFile","createdAt","updatedAt"
cmny0jd6v10s2ohpbtgepgj1o,cmny0jd5r10nqohpb7buntmsp,Bournemouth,Harry Arter,ML,25,82,1,D1-03-bournemouth-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6v10s3ohpbqxqe3y3s,cmny0jd5r10nqohpb7buntmsp,Bournemouth,Callum Wilson,FWC,25,87,1,D1-03-bournemouth-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6v10s4ohpb7t0i3fb3,cmny0jd5r10nqohpb7buntmsp,Bournemouth,Ted MacDougall,FWC,25,89,1,D1-03-bournemouth-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6v10s5ohpb6vkdnz6q,cmny0jd5s10nsohpbisvfrlmk,Brentford,David Raya,GK,25,86,1,D1-04-brentford-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6v10s6ohpbwen7rnid,cmny0jd5s10nsohpbisvfrlmk,Brentford,Dan Bentley,GK,25,82,1,D1-04-brentford-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10s7ohpbsmpxzkel,cmny0jd5s10nsohpbisvfrlmk,Brentford,Rico Henry,DL,25,85,1,D1-04-brentford-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10s8ohpbd93vblo8,cmny0jd5s10nsohpbisvfrlmk,Brentford,Pontus Jansson,DC,25,86,1,D1-04-brentford-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10s9ohpbmpgu10n6,cmny0jd5s10nsohpbisvfrlmk,Brentford,Ethan Pinnock,DC,25,84,1,D1-04-brentford-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10saohpbopiputxw,cmny0jd5s10nsohpbisvfrlmk,Brentford,Henrik Dalsgaard,DR,25,82,1,D1-04-brentford-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10sbohpb8axdfwof,cmny0jd5s10nsohpbisvfrlmk,Brentford,Christian Norgaard,DMC,25,85,1,D1-04-brentford-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10scohpbtk5svw61,cmny0jd5s10nsohpbisvfrlmk,Brentford,Josh Dasilva,MC,25,83,1,D1-04-brentford-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10sdohpbyze28gy6,cmny0jd5s10nsohpbisvfrlmk,Brentford,Bryan Mbeumo,MR,25,84,1,D1-04-brentford-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10seohpbrx1i8x3x,cmny0jd5s10nsohpbisvfrlmk,Brentford,Said Benrahma,ML,25,86,1,D1-04-brentford-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10sfohpbpjihq1r7,cmny0jd5s10nsohpbisvfrlmk,Brentford,Ivan Toney,FWC,25,89,1,D1-04-brentford-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10sgohpbtz23ipxi,cmny0jd5t10nuohpbg5vi14op,Brighton,Mathew Ryan,GK,25,85,1,D1-05-brighton-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10shohpbcuff4dkb,cmny0jd5t10nuohpbg5vi14op,Brighton,Robert Sanchez,GK,25,83,1,D1-05-brighton-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10siohpbtj3yh6xr,cmny0jd5t10nuohpbg5vi14op,Brighton,Bruno Saltor,DR,25,84,1,D1-05-brighton-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10sjohpbu0e8mnh2,cmny0jd5t10nuohpbg5vi14op,Brighton,Lewis Dunk,DC,25,88,1,D1-05-brighton-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10skohpb9o3yz4za,cmny0jd5t10nuohpbg5vi14op,Brighton,Ben White,DC,25,86,1,D1-05-brighton-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10slohpbyzlyid7i,cmny0jd5t10nuohpbg5vi14op,Brighton,Dan Burn,DL,25,83,1,D1-05-brighton-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10smohpbct0c603a,cmny0jd5t10nuohpbg5vi14op,Brighton,Pascal Gross,DMC,25,85,1,D1-05-brighton-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10snohpb4nvpoh5y,cmny0jd5t10nuohpbg5vi14op,Brighton,Alexis Mac Allister,MC,25,88,1,D1-05-brighton-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10soohpbp4ie5ccu,cmny0jd5t10nuohpbg5vi14op,Brighton,Solly March,MR,25,84,1,D1-05-brighton-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10spohpbyubhasuj,cmny0jd5t10nuohpbg5vi14op,Brighton,Kaoru Mitoma,ML,25,87,1,D1-05-brighton-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10sqohpb5zyqkxc1,cmny0jd5t10nuohpbg5vi14op,Brighton,Glenn Murray,FWC,25,86,1,D1-05-brighton-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10srohpbdakuknvv,cmny0jd5t10nwohpb1rzc74jb,Chelsea,Petr Cech,GK,25,95,1,D1-06-chelsea-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10ssohpbwcocm3j9,cmny0jd5t10nwohpb1rzc74jb,Chelsea,Ed de Goey,GK,25,87,1,D1-06-chelsea-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10stohpb550af0tw,cmny0jd5t10nwohpb1rzc74jb,Chelsea,Cesar Azpilicueta,DR,25,90,1,D1-06-chelsea-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10suohpbr2epni0b,cmny0jd5t10nwohpb1rzc74jb,Chelsea,John Terry,DC,25,97,1,D1-06-chelsea-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10svohpbni2ejtae,cmny0jd5t10nwohpb1rzc74jb,Chelsea,Marcel Desailly,DC,25,93,1,D1-06-chelsea-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10swohpbzqtdhmt1,cmny0jd5t10nwohpb1rzc74jb,Chelsea,Roberto Carlos,DL,25,98,1,D1-06-chelsea-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10sxohpbiu0r746l,cmny0jd5t10nwohpb1rzc74jb,Chelsea,Claude Makelele,DMC,25,94,1,D1-06-chelsea-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10syohpb8648vtmk,cmny0jd5t10nwohpb1rzc74jb,Chelsea,Frank Lampard,MC,25,97,1,D1-06-chelsea-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10szohpb85m0d2bx,cmny0jd5t10nwohpb1rzc74jb,Chelsea,Michael Essien,MC,25,92,1,D1-06-chelsea-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10t0ohpb8bifa2zi,cmny0jd5t10nwohpb1rzc74jb,Chelsea,Eden Hazard,ML,25,96,1,D1-06-chelsea-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10t1ohpb8xoek3v8,cmny0jd5t10nwohpb1rzc74jb,Chelsea,Arjen Robben,MR,25,93,1,D1-06-chelsea-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10t2ohpbj06nly4p,cmny0jd5t10nwohpb1rzc74jb,Chelsea,Didier Drogba,FWC,25,97,1,D1-06-chelsea-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10t3ohpb1bqye015,cmny0jd5t10nwohpb1rzc74jb,Chelsea,Gianfranco Zola,FWC,25,94,1,D1-06-chelsea-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10t4ohpbk3qqm6iy,cmny0jd5u10nyohpbe0k27ll1,Crystal Palace,Julián Speroni,GK,25,87,1,D1-07-crystal-palace-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10t5ohpb97nkhu69,cmny0jd5u10nyohpbe0k27ll1,Crystal Palace,Vicente Guaita,GK,25,84,1,D1-07-crystal-palace-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10t6ohpb5k3sae8x,cmny0jd5u10nyohpbe0k27ll1,Crystal Palace,Aaron Wan-Bissaka,DR,25,85,1,D1-07-crystal-palace-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10t7ohpb5zyc752a,cmny0jd5u10nyohpbe0k27ll1,Crystal Palace,Scott Dann,DC,25,84,1,D1-07-crystal-palace-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10t8ohpbpwume9ms,cmny0jd5u10nyohpbe0k27ll1,Crystal Palace,Damien Delaney,DC,25,83,1,D1-07-crystal-palace-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10t9ohpbyugspe0v,cmny0jd5u10nyohpbe0k27ll1,Crystal Palace,Joel Ward,DL,25,82,1,D1-07-crystal-palace-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10taohpb9es0worc,cmny0jd5u10nyohpbe0k27ll1,Crystal Palace,Luka Milivojevic,DMC,25,85,1,D1-07-crystal-palace-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10tbohpbmjovmbbf,cmny0jd5u10nyohpbe0k27ll1,Crystal Palace,Geoff Thomas,MC,25,86,1,D1-07-crystal-palace-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10tcohpbla2mvjee,cmny0jd5u10nyohpbe0k27ll1,Crystal Palace,Wilfried Zaha,MR,25,87,1,D1-07-crystal-palace-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10tdohpb6ymvpy8p,cmny0jd5u10nyohpbe0k27ll1,Crystal Palace,Andros Townsend,ML,25,84,1,D1-07-crystal-palace-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10teohpbwz6sn8zi,cmny0jd5u10nyohpbe0k27ll1,Crystal Palace,Andrew Johnson,FWC,25,88,1,D1-07-crystal-palace-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10tfohpbdesds2vt,cmny0jd5u10o0ohpbpdtun8at,Everton,Neville Southall,GK,25,86,1,D1-08-everton-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10tgohpbpmis4nrm,cmny0jd5u10o0ohpbpdtun8at,Everton,Jordan Pickford,GK,25,87,1,D1-08-everton-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10thohpbqhwq53ov,cmny0jd5u10o0ohpbpdtun8at,Everton,Seamus Coleman,DR,25,86,1,D1-08-everton-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10tiohpbdsnte1qf,cmny0jd5u10o0ohpbpdtun8at,Everton,Phil Jagielka,DC,25,88,1,D1-08-everton-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10tjohpb3v07v54l,cmny0jd5u10o0ohpbpdtun8at,Everton,David Unsworth,DC,25,85,1,D1-08-everton-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10tkohpba1swp3j2,cmny0jd5u10o0ohpbpdtun8at,Everton,Leighton Baines,DL,25,89,1,D1-08-everton-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10tlohpbhyj1wwfq,cmny0jd5u10o0ohpbpdtun8at,Everton,Idrissa Gueye,DMC,25,86,1,D1-08-everton-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10tmohpbfvio0hdb,cmny0jd5u10o0ohpbpdtun8at,Everton,Tim Cahill,MC,25,88,1,D1-08-everton-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10tnohpbhyfen4fb,cmny0jd5u10o0ohpbpdtun8at,Everton,Leon Osman,MC,25,84,1,D1-08-everton-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10toohpbcnlsu41v,cmny0jd5u10o0ohpbpdtun8at,Everton,Andrei Kanchelskis,MR,25,88,1,D1-08-everton-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10tpohpbpp3bu5ta,cmny0jd5u10o0ohpbpdtun8at,Everton,Steven Pienaar,ML,25,86,1,D1-08-everton-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10tqohpbb9e82guo,cmny0jd5u10o0ohpbpdtun8at,Everton,Romelu Lukaku,FWC,25,89,1,D1-08-everton-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10trohpbqv9aql4d,cmny0jd5u10o0ohpbpdtun8at,Everton,Duncan Ferguson,FWC,25,89,1,D1-08-everton-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10tsohpb3bjl1avj,cmny0jd5v10o2ohpb9lwqv2i6,Fulham,Mark Schwarzer,GK,25,89,1,D1-09-fulham-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10ttohpbi8aabgjv,cmny0jd5v10o2ohpb9lwqv2i6,Fulham,Steve Finnan,DR,25,85,1,D1-09-fulham-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10tuohpbfhonmnoe,cmny0jd5v10o2ohpb9lwqv2i6,Fulham,Brede Hangeland,DC,25,88,1,D1-09-fulham-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10tvohpbx3jaameh,cmny0jd5v10o2ohpb9lwqv2i6,Fulham,Aaron Hughes,DC,25,84,1,D1-09-fulham-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10twohpbi0vynwkk,cmny0jd5v10o2ohpb9lwqv2i6,Fulham,Moritz Volz,DL,25,81,1,D1-09-fulham-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10txohpba97kcq7v,cmny0jd5v10o2ohpb9lwqv2i6,Fulham,Danny Murphy,MC,25,87,1,D1-09-fulham-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10tyohpbgj2cq5rb,cmny0jd5v10o2ohpb9lwqv2i6,Fulham,Sean Davis,MC,25,82,1,D1-09-fulham-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10tzohpb9f4jumw6,cmny0jd5v10o2ohpb9lwqv2i6,Fulham,Steed Malbranque,MR,25,86,1,D1-09-fulham-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10u0ohpbsntceacr,cmny0jd5v10o2ohpb9lwqv2i6,Fulham,Luis Boa Morte,ML,25,85,1,D1-09-fulham-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10u1ohpbk8aepx1p,cmny0jd5v10o2ohpb9lwqv2i6,Fulham,Clint Dempsey,AMC,25,88,1,D1-09-fulham-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10u2ohpbtwghotwl,cmny0jd5v10o2ohpb9lwqv2i6,Fulham,Bobby Zamora,FWC,25,88,1,D1-09-fulham-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10u3ohpb5lmseh4g,cmny0jd5v10o2ohpb9lwqv2i6,Fulham,Brian McBride,FWC,25,86,1,D1-09-fulham-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10u4ohpbepolg52z,cmny0jd5v10o4ohpb1uw9efyo,Ipswich Town,Paul Cooper,GK,25,87,1,D1-10-ipswich-town-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10u5ohpbthzrncyv,cmny0jd5v10o4ohpb1uw9efyo,Ipswich Town,George Burley,DR,25,84,1,D1-10-ipswich-town-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10u6ohpbvlv1h93n,cmny0jd5v10o4ohpb1uw9efyo,Ipswich Town,Terry Butcher,DC,25,82,1,D1-10-ipswich-town-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10u7ohpb5gihl422,cmny0jd5v10o4ohpb1uw9efyo,Ipswich Town,Russell Osman,DC,25,86,1,D1-10-ipswich-town-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10u8ohpb2ni1cktn,cmny0jd5v10o4ohpb1uw9efyo,Ipswich Town,Mick Mills,DL,25,88,1,D1-10-ipswich-town-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10u9ohpbg8q3jyba,cmny0jd5v10o4ohpb1uw9efyo,Ipswich Town,Arnold Muhren,MC,25,84,1,D1-10-ipswich-town-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10uaohpb1tn7hjzg,cmny0jd5v10o4ohpb1uw9efyo,Ipswich Town,Frans Thijssen,MC,25,89,1,D1-10-ipswich-town-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10ubohpba411ct9f,cmny0jd5v10o4ohpb1uw9efyo,Ipswich Town,Eric Gates,AMC,25,85,1,D1-10-ipswich-town-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10ucohpbyoungeb4,cmny0jd5v10o4ohpb1uw9efyo,Ipswich Town,John Wark,MC,25,81,1,D1-10-ipswich-town-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10udohpbxwrqwaw4,cmny0jd5v10o4ohpb1uw9efyo,Ipswich Town,Clive Woods,ML,25,84,1,D1-10-ipswich-town-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10ueohpbey0ny3lk,cmny0jd5v10o4ohpb1uw9efyo,Ipswich Town,Paul Mariner,FWC,25,81,1,D1-10-ipswich-town-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10ufohpbddl4pnw4,cmny0jd5v10o4ohpb1uw9efyo,Ipswich Town,Alan Brazil,FWC,25,88,1,D1-10-ipswich-town-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10ugohpb5eimwas7,cmny0jd5w10o6ohpbr6gb96qp,Leicester City,Kasper Schmeichel,GK,25,91,1,D1-11-leicester-city-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10uhohpb42nqbngm,cmny0jd5w10o6ohpbr6gb96qp,Leicester City,Gary Mills,DR,25,84,1,D1-11-leicester-city-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10uiohpbvm7gq5w5,cmny0jd5w10o6ohpbr6gb96qp,Leicester City,Steve Walsh,DC,25,88,1,D1-11-leicester-city-legends.csv,"1,776,134,357,382","1,776,134,357,382"
cmny0jd6w10ujohpb6m7nmh07,cmny0jd5w10o6ohpbr6gb96qp,Leicester City,Matt Elliott,DC,25,87,1,D1-11-leicester-city-legends.csv,"1,776,134,357,382","1,776,134,357,382"
